url,Price,Brand,Model
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2013-mazda-mazda3-gx-new-tires-new-brakes-new-clutch-in-black/m645969,"$7,998.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/st-catharines/2010-mk6-gti-try-your-trades-140xxx-on-the-motor-stage-2-tune/1557386871,"$5,000.00",Volkswagen,GTI
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2004-mazda-3-4-door-alloys-winter-tires/1557387475,"$1,500.00",Mazda,Other
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2007-honda-civic-ex-clean-title-for-sale-as-is-sold/1550278379,"$2,200.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-subaru-brz/1557388269,"$12,000.00",Subaru,BRZ
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-subaru-wrx-sti-hatch/1557389142,"$17,600.00",Subaru,Impreza WRX STi
https://www.kijiji.ca/v-cars-trucks/cambridge/2018-honda-civic-type-r-type-r-no-accidents-one-onwer-car/m906029,"$37,995.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2017-honda-civic-in-white/m415923,"$14,700.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2009-honda-fit-sport/m908066,"$4,595.00",Honda,Fit
https://www.kijiji.ca/v-cars-trucks/london/2008-honda-fit-dx-runs-well-only-150kms-as-is-special-in-red/m182925,"$1,495.00",Honda,Fit
https://www.kijiji.ca/v-cars-trucks/cambridge/2004-subaru-outback/1557394877,"$2,500.00",Subaru,Outback
https://www.kijiji.ca/v-cars-trucks/belleville/2011-subaru-impreza/1557395163,"$4,000.00",Subaru,Impreza
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-honda-fit-lx/m387933,"$7,933.00",Honda,Fit
https://www.kijiji.ca/v-cars-trucks/london/2016-toyota-corolla-s-roof-cam-heated-seats/m732501,"$14,995.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/brantford/2011-subaru-wrx/1557396584,"$15,000.00",Subaru,Impreza
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2009-toyota-yaris-5dr-le-auto-in-blue-6-speed-manual-transmission/m835316,"$4,995.00",Toyota,Yaris
https://www.kijiji.ca/v-cars-trucks/ottawa/2008-toyota-yaris/m160826,"$3,895.00",Toyota,Yaris
https://www.kijiji.ca/v-cars-trucks/hamilton/2009-honda-civic-si/1557361679,"$6,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/leamington/2009-volkswagen-gti-6-speed-manual/m905484,"$9,500.00",Volkswagen,GTI
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/golf-tdi/1557363168,"$6,000.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-mazda-mazda3-gx-no-accidents-in-white/m182751,"$4,499.00",Mazda,Mazda3 Sport
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2001-2-door-golf-alh-tdi-manual/1557363372,"$2,800.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/gatineau/2008-mazda-5-accident-free/1557166923,"$2,500.00",Mazda,5
https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2009-volkswagen-golf-gti-6-speed-manual/1557363947,"$9,500.00",Volkswagen,GTI
https://www.kijiji.ca/v-cars-trucks/hamilton/1999-toyota-corolla/1557364275,$900.00,Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2010-mazda-3/1557364698,"$4,000.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-volkswagen-golf-manual-5-speed-fun-car/1557364768,"$5,650.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/owen-sound/2002-jetta-1-8t/1557364933,"$2,500.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-honda-civic-coupe-si-coupe-6-speed-manual-navigation-backup-camera-in-white/m393071,"$14,900.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/ottawa/2018-subaru-wrx-sti-in-grey/m316933,"$35,750.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/ottawa/2014-volkswagen-jetta-1-8-tsi-comfortline-in-white/m263931,"$8,595.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/north-bay/2008-mazda-3-sedan/1557367341,"$1,000.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/markham-york-region/mkv-rabbit/1557330016,"$5,100.00",Volkswagen,Rabbit
https://www.kijiji.ca/v-cars-trucks/london/2010-mazda-3-gs/1557330356,"$4,500.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/ottawa/2013-honda-fit-lx-manual-transmission/1557331211,"$8,000.00",Honda,Fit
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2007-honda-civic-coupe/1557332941,"$2,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2007-honda-civic-coupe/1557332943,"$2,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2000-mazda-miata-nb/1557333487,"$4,400.00",Mazda,MX-5 Miata
https://www.kijiji.ca/v-cars-trucks/hamilton/working-honda-civic-with-new-battery-and-2-sets-of-tires/1557333972,"$1,200.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/st-catharines/2007-honda-civic-coupe-ex/1557271493,"$2,800.00",Honda,Other
https://www.kijiji.ca/v-cars-trucks/renfrew/2014-toyota-corolla-ce/1557335904,"$6,000.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/barrie/honda-civic-si-2007/1557336054,"$4,500.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/woodstock-on/2010-mazda-3-gs/1557336377,"$4,500.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/stratford-on/2007-honda-civic/1557338295,"$2,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2006-honda-civic-si/1557339202,"$6,500.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2012-subaru-impreza-wrx-sti-sti-awd-6-speed-manual-sedan-bluetooth-certified-in-white-manual-6-tran/m743152,"$19,995.00",Subaru,Impreza WRX STi
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/silverstone-grey-2004-honda-s2000-ap2/1557336626,"$22,500.00",Honda,S2000
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2015-subaru-impreza-wrx-sti-sti-6-speed-manual-camera-bluetooth-certified-in-white-manual-6-transmi/m192102,"$24,995.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/hamilton/2013-toyota-corolla-5-speed/1477320888,"$6,295.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/hamilton/2013-volkswagon-jetta/1477128267,"$5,795.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/barrie/2013-subaru-brz-blue-sport-tech/1557290969,"$12,499.00",Subaru,BRZ
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2013-vw-jetta/1557292070,"$5,000.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2010-mazda-3-sold-with-safety/m904330,"$3,000.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2010-mazda-3-sold-with-safety/1557295192,"$3,000.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/honda-civic-5-speed-manual-headgasket-blown/1557296334,"$1,200.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/kapuskasing/2018-honda-civic-lx/m904563,"$18,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/london/toyota-corolla-2010-manuelle/1557300222,"$6,500.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-subaru-wrx-sport-tech/1557303476,"$26,400.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/gatineau/2019-honda-civic-sedan-dx/m721443,"$15,896.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2019-honda-civic-lx-one-owner-no-accidents/m120433,"$17,500.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/brantford/2003-tdi-wagon/1557304528,"$3,800.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/ottawa/honda-s2000-62k-clean-title-canadian-car-supercharged/1557305631,"$36,900.00",Honda,S2000
https://www.kijiji.ca/v-cars-trucks/kawartha-lakes/mazda-3-hatchback/1551277281,"$2,500.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2009-honda-civic-coupe-clean-low-kms-certified/1557255534,"$4,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/cambridge/2008-honda-civic-ex-l/1557257150,"$3,750.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2003-volkswagen-jetta-1-8t/1557308429,"$3,000.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/kingston-on/2008-volkswagen-city-golf/1557259458,"$1,700.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/barrie/stage-2-2004-jetta/1557259539,"$6,000.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-corolla-s/1551251341,"$12,700.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/rare-2008-honda-accord-v6-6-speed-coupe-navigation-modifed/1557262255,"$6,200.00",Honda,Accord
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2019-volkswagen-jetta-execline-manual-loaded-in-white/m226120,"$22,488.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/london/2006-mazda-3-5-speed/1557264200,"$1,500.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2011-subaru-wrx/1557264204,"$13,000.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/ottawa/volkswagen-golf-city-2009/1557264314,"$5,000.00",Volkswagen,Other
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2010-toyota-tacoma-trd-sport-6-spd/1557265713,"$19,000.00",Toyota,Tacoma
https://www.kijiji.ca/v-cars-trucks/renfrew/1987-toyota-other-sr5/m903609,"$18,000.00",Toyota,Other
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/vw-passat-2-0t-6-speed-2006/1557265842,"$3,500.00",Volkswagen,Passat
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2014-honda-accord-6-speed-93000km-with-safety-mint/1557266156,"$17,000.00",Honda,Accord
https://www.kijiji.ca/v-cars-trucks/hamilton/2006-civic-coupe-5-speed/1557267539,"$2,200.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-honda-civic-ex-manual-loaded-fully-certified-in-black/m648681,"$4,990.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-honda-civic-dx-g-manual-loaded-fully-certified-in-blue/m651432,"$2,990.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-mazda-mazda6-gs-manual-loaded-fully-certified-in-black/m649597,"$2,990.00",Mazda,6
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-honda-civic-lx-manual-loaded-fully-certified-in-burgundy/m649711,"$3,990.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-volkswagen-jetta-2-0-manual-loaded-fully-certified-in-black/m652574,"$2,990.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/ottawa/2017-honda-civic-lx-5-portes-bm/m901711,"$15,495.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2005-volkswagen-jetta-tdi/1557226606,"$4,000.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/gatineau/2012-honda-civic-cpe-si-in-gray-manual-transmission/m901700,"$11,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/barrie/2009-vw-golf-city-5spd-205-000kms/1557227218,"$3,000.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2007-legacy-spec-b/1557227380,"$6,500.00",Subaru,Legacy
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/celica-gts-super-red-original-no-winter-car/1557227552,"$17,500.00",Toyota,Celica
https://www.kijiji.ca/v-cars-trucks/markham-york-region/honda-civic-si-1998/1557210525,"$4,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2011-vw-jetta-tdi-6speed-manual/1555555912,"$5,000.00",Volkswagen,Other
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2010-vw-gti-6-speed-manual-mechanic-special-4850/1557231455,"$4,850.00",Volkswagen,GTI
https://www.kijiji.ca/v-cars-trucks/guelph/2015-toyota-corolla-in-blue-manual-transmission/m901148,"$13,888.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/hamilton/2006-volkswagen-jetta-diesel/1557232008,"$4,000.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2008-honda-civic-trade/1557207003,"$3,300.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-honda-civic-2dr-man-si/m898583,"$11,999.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/woodstock-on/2007-vw-jetta/1557208461,"$2,000.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/hamilton/2013-volkswagen-golf-r/1557209268,"$17,000.00",Volkswagen,Golf R
https://www.kijiji.ca/v-cars-trucks/london/2004-subaru-wrx/1557209302,"$7,000.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/belleville/2016-volkswagen-jetta-sedan-comfortline/m711952,"$16,500.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/ottawa/2011-mazda-mazda3-gs-manual-transmission/m898712,"$4,000.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/london/2018-subaru-wrx-wrx-sport-tech-6-speed-turbo/m898658,"$29,995.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/belleville/2016-volkswagen-jetta-sedan-trendline/m711956,"$15,900.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2009-honda-civic-lx/1557211184,"$2,500.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2018-honda-civic-hatchback-sport-touring-manual-sunroof-leather-in-red-6-speed-manual-transmiss/m712705,"$21,649.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2007-mazda-mazda3-gx-you-certify-you-save/m898817,"$4,844.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/london/2012-volkswagen-golf-wagon-highline-in-silver-manual-transmission/m825332,"$10,990.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-honda-civic-lx-manual-loaded-fully-certified-in-white/m650985,"$5,490.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2020-honda-civic/m898923,"$26,900.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/london/2017-subaru-brz-limited-low-kms-manual-super-clean-in-blue/m411890,"$22,877.00",Subaru,BRZ
https://www.kijiji.ca/v-cars-trucks/ottawa/sold-very-rare-5-speed-manual-honda-cr-v-crv/1555937772,"$4,000.00",Honda,CR-V
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-honda-civic-lx-sedan/1555921138,"$10,500.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2012-subaru-wrx-sti-9000-as-is/1557172512,"$9,000.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2015-honda-civic-si-coupe/1557172558,"$15,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2004-volkswagen-for-parts/1557174354,$600.00,Volkswagen,Cabrio
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2012-vw-gti/1557174503,"$14,500.00",Volkswagen,GTI
https://www.kijiji.ca/v-cars-trucks/hamilton/2009-honda-civic/1557176366,"$5,800.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/ottawa/2012-honda-civic-ex-for-sale-only-107-000km/1557177121,"$8,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-toyota-corolla-44k-km-1-owner-no-accident-manual-no-a-c-ce/m77255,"$11,995.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/hamilton/1992-volkswagon-vw-westfalia-weekender-eurovan/1557178425,"$15,000.00",Volkswagen,EuroVan
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2013-honda-accord-coupe-exl-w-nav-6-speed-manual/1557178610,"$10,500.00",Honda,Accord
https://www.kijiji.ca/v-cars-trucks/barrie/2014-toyota-tacoma-xrunner/1557180470,"$18,500.00",Toyota,Tacoma
https://www.kijiji.ca/v-cars-trucks/sudbury/reduced-price-2017-mazda-3-certified/1557181942,"$9,900.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2010-mazdaspeed-3/1557182423,"$6,750.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/hamilton/2006-vw-golf-tdi/1557185137,"$3,000.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-civic-si-hpf-package/1557110503,"$13,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/hamilton/1987-volkswagen-cabriolet/1557074631,"$4,000.00",Volkswagen,Cabrio
https://www.kijiji.ca/v-cars-trucks/ottawa/2016-subaru-impreza-2-0i-a-c-cam-2016-subaru-impreza-2-0i-a-c-cam-manual-transmission/m121934,"$12,995.00",Subaru,Impreza
https://www.kijiji.ca/v-cars-trucks/ottawa/2015-honda-civic-sedan-lx-a-c-cam-cruise-manual-transmission/m891355,"$10,995.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/ottawa/2014-subaru-xv-crosstrek-2-0i-sport-awd-a-c-2014-subaru-xv-crosstrek-2-0i-sport-awd-a-c-manual-tra/m120315,"$12,495.00",Subaru,Other
https://www.kijiji.ca/v-cars-trucks/ottawa/2016-volkswagen-golf-trendline-tsi-ac-cam-2016-volkswagen-golf-trendline-tsi-ac-cam-manual-trans/m125839,"$11,495.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/ottawa/2014-volkswagen-berline-jetta-comfortline-a-c-toit/m123610,"$9,495.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/ottawa/2008-subaru-wrx/1557134670,"$7,000.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/kingston-on/2008-honda-civic/1557141764,"$3,000.00",Honda,Other
https://www.kijiji.ca/v-cars-trucks/st-catharines/2006-volkswagen-jetta-2-5/1557142827,"$2,500.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2008-honda-civic-coupe-manual/1557143489,"$3,800.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/brantford/2015-impreza-wrx-sti-sport/1557141919,"$29,050.00",Subaru,Impreza WRX STi
https://www.kijiji.ca/v-cars-trucks/gatineau/honda-civic-sedan-dx-2008/1557138764,"$3,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/ottawa/1993-mazda-miata/1557145673,"$11,000.00",Mazda,MX-5 Miata
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-corolla-se-manual/1557143524,"$20,999.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/volkswagen-golf-gti/1557090593,"$18,500.00",Volkswagen,GTI
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-honda-civic-coupe-ex-t-sunroof-clean-carfax-certified/m371874,"$15,900.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-vw-jetta-manual-transmission/1557092011,"$6,500.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2007-vw-jetta-city/1557092301,"$1,200.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/ottawa/civic-5-spd/1557094048,"$3,500.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/mazda-3-gs/1557096561,"$14,000.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/belleville/2018-mazda3-gs/1557096971,"$14,000.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/gatineau/honda-civic/1557097458,"$1,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/chatham-kent/2010-vw-gti-certified-lots-of-recent-work-done/1557096559,"$8,500.00",Volkswagen,GTI
https://www.kijiji.ca/v-cars-trucks/ottawa/volkswagen-jetta/1556769290,"$2,000.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/st-catharines/2009-volkswagen-passat-cc-certified/1557098722,"$5,000.00",Volkswagen,CC
https://www.kijiji.ca/v-cars-trucks/ottawa/sold-ppu-2014-honda-fit-lx/1533038330,"$10,500.00",Honda,Fit
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2017-toyota-86/1557100842,"$18,200.00",Toyota,Other
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2005-vw-passat-station-wagon-1-8-turbo-5-speed-manual-trans/1557100919,"$3,000.00",Volkswagen,Passat
https://www.kijiji.ca/v-cars-trucks/barrie/2017-toyota-corolla-9990-certified-best-price-on-the-market/1543316622,"$9,990.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2010-toyota-corolla-4dr-sdn-auto-le-in-blue-automatic-transmission/m821627,"$5,995.00",Toyota,Corolla
https://www.kijiji.ca/v-cars-trucks/gatineau/civic-sir-99/1557048579,"$5,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/belleville/2011-subaru-impreza/1557050741,"$4,000.00",Subaru,Impreza
https://www.kijiji.ca/v-cars-trucks/london/2017-subaru-wrx/1557050986,"$24,500.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/guelph/2017-volkswagen-golf-in-red-manual-transmission/m894027,"$18,995.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/gatineau/toyota-yaris-le-2011/1557053262,"$4,250.00",Toyota,Yaris
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-brz-limited-sport-tech-navigation-no-accidents-in-black-manual-transmission/m81404,"$17,788.00",Subaru,BRZ
https://www.kijiji.ca/v-cars-trucks/thunder-bay/2011-subaru-wrx-w-limited-package/1555383205,"$12,000.00",Subaru,Impreza
https://www.kijiji.ca/v-cars-trucks/guelph/2019-subaru-wrx-in-silver-manual-transmission/m512617,"$32,475.00",Subaru,WRX
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2008-honda-accord/1557010805,"$2,500.00",Honda,Other
https://www.kijiji.ca/v-cars-trucks/hamilton/2013-honda-accord-sport-black-on-black-rare-5spd-manual/1557056784,"$9,500.00",Honda,Accord
https://www.kijiji.ca/v-cars-trucks/kawartha-lakes/street-legal-dune-buggy/1557057091,"$15,000.00",Volkswagen,Other
https://www.kijiji.ca/v-cars-trucks/hamilton/2007-mazda-mazdaspeed3/1557057367,"$9,000.00",Mazda,MAZDASPEED3
https://www.kijiji.ca/v-cars-trucks/cambridge/2008-volkswagen-gti/1557012380,"$3,000.00",Volkswagen,GTI
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2010-subaru-impreza-2-5i-sport-low-km-one-owner/1557059549,"$8,900.00",Subaru,Impreza
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/honda-civic-2007-buy-and-drive/1557023904,"$3,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-honda-civic-si-hfp/1557024022,"$17,500.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-mazda3-manual-extra-clean-camera-bluetooth/1535733002,"$6,490.00",Mazda,3
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2017-honda-civic/1557025463,"$18,000.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-outback-6-m-t-196100km-6950/1557025564,"$6,950.00",Subaru,Outback
https://www.kijiji.ca/v-cars-trucks/owen-sound/2008-volkswagen-golf/1557025712,"$3,300.00",Volkswagen,Golf
https://www.kijiji.ca/v-cars-trucks/ottawa/2009-honda-fit-manual-low-kms/1557026948,"$3,500.00",Honda,Fit
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2009-subaru-wrx/1557027256,"$6,500.00",Subaru,Impreza
https://www.kijiji.ca/v-cars-trucks/markham-york-region/1993-mazda-rx-7/m181550,"$88,888.00",Mazda,RX-7
https://www.kijiji.ca/v-cars-trucks/london/jetta/1557030945,"$8,000.00",Volkswagen,Passat
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2012-volkswagen-jetta-comfortline/m891824,"$6,000.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/gatineau/toyota-matrix-2009-manuelle/1557035442,"$3,500.00",Toyota,Matrix
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2008-honda-accord-ex-2000-obo/1557036850,"$2,000.00",Honda,Accord
https://www.kijiji.ca/v-cars-trucks/hamilton/2006-honda-civic-dx-g-in-black/m176717,"$3,399.00",Honda,Civic
https://www.kijiji.ca/v-cars-trucks/guelph/vw-tdi/1557039545,"$5,000.00",Volkswagen,Jetta
https://www.kijiji.ca/v-cars-trucks/hamilton/subaru-impreza/1556976391,"$5,200.00",Subaru,Impreza
